"","crym","ana_mgpo_nm","ana_ccd_nm","admd_nm","admd_c","cdw","time_interval","sl_am","sl_ct"
"185","202210","부산광역시","금정구","남산동","2641067000","FRI","16",273000,13
"186","202210","부산광역시","금정구","남산동","2641067000","FRI","17",832000,25
"187","202210","부산광역시","금정구","남산동","2641067000","FRI","18",705000,26
"188","202210","부산광역시","금정구","남산동","2641067000","FRI","21",390000,17
"189","202210","부산광역시","금정구","남산동","2641067000","FRI","22",155000,7
"190","202210","부산광역시","금정구","남산동","2641067000","MON","09",297000,12
"191","202210","부산광역시","금정구","남산동","2641067000","MON","10",347000,18
"192","202210","부산광역시","금정구","남산동","2641067000","MON","12",1194000,49
"193","202210","부산광역시","금정구","남산동","2641067000","MON","19",993000,36
"194","202210","부산광역시","금정구","남산동","2641067000","MON","22",2e+05,9
"195","202210","부산광역시","금정구","남산동","2641067000","SAT","00",107000,4
"196","202210","부산광역시","금정구","남산동","2641067000","SAT","01",99000,3
"197","202210","부산광역시","금정구","남산동","2641067000","SAT","09",45000,3
"198","202210","부산광역시","금정구","남산동","2641067000","SAT","10",46000,3
"199","202210","부산광역시","금정구","남산동","2641067000","SUN","11",827000,35
"200","202210","부산광역시","금정구","남산동","2641067000","SUN","15",352000,16
"201","202210","부산광역시","금정구","남산동","2641067000","SUN","20",762000,29
"202","202210","부산광역시","금정구","남산동","2641067000","THU","08",1e+05,5
"203","202210","부산광역시","금정구","남산동","2641067000","THU","11",578000,25
"204","202210","부산광역시","금정구","남산동","2641067000","THU","19",887000,38
"205","202210","부산광역시","금정구","남산동","2641067000","TUE","00",68000,3
"206","202210","부산광역시","금정구","남산동","2641067000","TUE","11",487000,21
"207","202210","부산광역시","금정구","남산동","2641067000","TUE","16",521000,24
"208","202210","부산광역시","금정구","남산동","2641067000","WED","14",119000,6
"209","202210","부산광역시","금정구","남산동","2641067000","WED","16",127000,7
"210","202210","부산광역시","금정구","남산동","2641067000","WED","19",727000,28
"211","202210","부산광역시","금정구","부곡1동","2641057000","FRI","13",123000,5
"212","202210","부산광역시","금정구","부곡1동","2641057000","FRI","14",97000,5
"213","202210","부산광역시","금정구","부곡1동","2641057000","FRI","22",73000,3
"214","202210","부산광역시","금정구","부곡1동","2641057000","MON","18",259000,9
"215","202210","부산광역시","금정구","부곡1동","2641057000","MON","22",180000,7
"216","202210","부산광역시","금정구","부곡1동","2641057000","SAT","23",105000,4
"217","202210","부산광역시","금정구","부곡1동","2641057000","SUN","16",98000,4
"218","202210","부산광역시","금정구","부곡1동","2641057000","SUN","18",396000,14
"219","202210","부산광역시","금정구","부곡1동","2641057000","THU","00",70000,3
"220","202210","부산광역시","금정구","부곡1동","2641057000","THU","11",52000,3
"221","202210","부산광역시","금정구","부곡1동","2641057000","THU","17",228000,9
"222","202210","부산광역시","금정구","부곡1동","2641057000","THU","18",83000,3
"223","202210","부산광역시","금정구","부곡1동","2641057000","THU","23",74000,4
"224","202210","부산광역시","금정구","부곡1동","2641057000","TUE","14",37000,3
"225","202210","부산광역시","금정구","부곡1동","2641057000","TUE","16",187000,9
"226","202210","부산광역시","금정구","부곡1동","2641057000","TUE","19",117000,4
"227","202210","부산광역시","금정구","부곡1동","2641057000","WED","11",69000,4
"228","202210","부산광역시","금정구","부곡2동","2641058000","FRI","10",97000,5
"229","202210","부산광역시","금정구","부곡2동","2641058000","FRI","13",259000,8
"230","202210","부산광역시","금정구","부곡2동","2641058000","FRI","17",588000,24
"231","202210","부산광역시","금정구","부곡2동","2641058000","MON","09",1e+05,5
"232","202210","부산광역시","금정구","부곡2동","2641058000","MON","10",270000,13
"233","202210","부산광역시","금정구","부곡2동","2641058000","MON","11",872000,36
"234","202210","부산광역시","금정구","부곡2동","2641058000","MON","16",838000,30
"235","202210","부산광역시","금정구","부곡2동","2641058000","MON","17",1308000,52
"236","202210","부산광역시","금정구","부곡2동","2641058000","MON","18",1519000,56
"237","202210","부산광역시","금정구","부곡2동","2641058000","SAT","10",196000,10
"238","202210","부산광역시","금정구","부곡2동","2641058000","SAT","12",447000,23
"239","202210","부산광역시","금정구","부곡2동","2641058000","SAT","13",178000,8
"240","202210","부산광역시","금정구","부곡2동","2641058000","SAT","17",764000,35
"241","202210","부산광역시","금정구","부곡2동","2641058000","SUN","01",73000,3
"242","202210","부산광역시","금정구","부곡2동","2641058000","SUN","11",935000,39
"243","202210","부산광역시","금정구","부곡2동","2641058000","SUN","16",393000,15
"244","202210","부산광역시","금정구","부곡2동","2641058000","SUN","17",1587000,53
"245","202210","부산광역시","금정구","부곡2동","2641058000","SUN","21",483000,21
"246","202210","부산광역시","금정구","부곡2동","2641058000","THU","11",255000,10
"247","202210","부산광역시","금정구","부곡2동","2641058000","THU","22",224000,11
"248","202210","부산광역시","금정구","부곡2동","2641058000","TUE","09",57000,3
"249","202210","부산광역시","금정구","부곡2동","2641058000","TUE","10",315000,14
"250","202210","부산광역시","금정구","부곡2동","2641058000","TUE","13",445000,19
"251","202210","부산광역시","금정구","부곡2동","2641058000","TUE","22",158000,8
"252","202210","부산광역시","금정구","부곡2동","2641058000","WED","13",41000,3
"253","202210","부산광역시","금정구","부곡2동","2641058000","WED","14",182000,11
"254","202210","부산광역시","금정구","부곡2동","2641058000","WED","16",228000,10
"255","202210","부산광역시","금정구","부곡2동","2641058000","WED","22",366000,16
"256","202210","부산광역시","금정구","부곡3동","2641059000","FRI","17",419000,19
"257","202210","부산광역시","금정구","부곡3동","2641059000","FRI","18",666000,30
"258","202210","부산광역시","금정구","부곡3동","2641059000","FRI","22",242000,11
"259","202210","부산광역시","금정구","부곡3동","2641059000","FRI","23",156000,6
"260","202210","부산광역시","금정구","부곡3동","2641059000","MON","09",188000,8
"261","202210","부산광역시","금정구","부곡3동","2641059000","MON","10",348000,16
"262","202210","부산광역시","금정구","부곡3동","2641059000","MON","14",228000,9
"263","202210","부산광역시","금정구","부곡3동","2641059000","MON","15",330000,15
"264","202210","부산광역시","금정구","부곡3동","2641059000","MON","16",445000,17
"265","202210","부산광역시","금정구","부곡3동","2641059000","MON","17",1295000,48
"266","202210","부산광역시","금정구","부곡3동","2641059000","MON","19",1026000,40
"267","202210","부산광역시","금정구","부곡3동","2641059000","MON","20",471000,22
"268","202210","부산광역시","금정구","부곡3동","2641059000","MON","22",354000,15
"269","202210","부산광역시","금정구","부곡3동","2641059000","SAT","16",234000,8
"270","202210","부산광역시","금정구","부곡3동","2641059000","SAT","17",930000,36
"271","202210","부산광역시","금정구","부곡3동","2641059000","SAT","20",706000,27
"272","202210","부산광역시","금정구","부곡3동","2641059000","SAT","21",451000,18
"273","202210","부산광역시","금정구","부곡3동","2641059000","SUN","12",770000,31
"274","202210","부산광역시","금정구","부곡3동","2641059000","SUN","13",378000,20
"275","202210","부산광역시","금정구","부곡3동","2641059000","SUN","14",379000,19
"276","202210","부산광역시","금정구","부곡3동","2641059000","SUN","17",1144000,43
"277","202210","부산광역시","금정구","부곡3동","2641059000","SUN","19",820000,32
"278","202210","부산광역시","금정구","부곡3동","2641059000","SUN","20",478000,21
"279","202210","부산광역시","금정구","부곡3동","2641059000","THU","20",352000,11
"280","202210","부산광역시","금정구","부곡3동","2641059000","TUE","17",748000,30
"281","202210","부산광역시","금정구","부곡3동","2641059000","TUE","18",934000,36
"282","202210","부산광역시","금정구","부곡3동","2641059000","TUE","19",779000,32
"283","202210","부산광역시","금정구","부곡3동","2641059000","TUE","23",82000,4
"284","202210","부산광역시","금정구","부곡3동","2641059000","WED","14",130000,5
"285","202210","부산광역시","금정구","부곡3동","2641059000","WED","15",114000,4
"286","202210","부산광역시","금정구","부곡3동","2641059000","WED","22",159000,6
"287","202210","부산광역시","금정구","부곡4동","2641059100","FRI","14",71000,4
"288","202210","부산광역시","금정구","부곡4동","2641059100","FRI","15",75000,4
"289","202210","부산광역시","금정구","부곡4동","2641059100","FRI","17",263000,9
"290","202210","부산광역시","금정구","부곡4동","2641059100","MON","10",199000,6
"291","202210","부산광역시","금정구","부곡4동","2641059100","MON","12",434000,17
"292","202210","부산광역시","금정구","부곡4동","2641059100","MON","16",472000,18
"293","202210","부산광역시","금정구","부곡4동","2641059100","MON","18",1009000,32
"294","202210","부산광역시","금정구","부곡4동","2641059100","MON","22",176000,7
"295","202210","부산광역시","금정구","부곡4동","2641059100","MON","23",111000,5
"296","202210","부산광역시","금정구","부곡4동","2641059100","SAT","11",143000,8
"297","202210","부산광역시","금정구","부곡4동","2641059100","SAT","18",462000,16
"298","202210","부산광역시","금정구","부곡4동","2641059100","SAT","20",292000,10
"299","202210","부산광역시","금정구","부곡4동","2641059100","SAT","22",169000,7
"300","202210","부산광역시","금정구","부곡4동","2641059100","SAT","23",3e+05,11
"301","202210","부산광역시","금정구","부곡4동","2641059100","SUN","12",393000,15
"302","202210","부산광역시","금정구","부곡4동","2641059100","SUN","19",347000,15
"303","202210","부산광역시","금정구","부곡4동","2641059100","SUN","22",331000,11
"304","202210","부산광역시","금정구","부곡4동","2641059100","THU","15",45000,3
"305","202210","부산광역시","금정구","부곡4동","2641059100","THU","17",368000,11
"306","202210","부산광역시","금정구","부곡4동","2641059100","THU","21",218000,9
"307","202210","부산광역시","금정구","부곡4동","2641059100","TUE","12",421000,15
"308","202210","부산광역시","금정구","부곡4동","2641059100","TUE","21",326000,12
"309","202210","부산광역시","금정구","부곡4동","2641059100","TUE","23",154000,5
"310","202210","부산광역시","금정구","부곡4동","2641059100","WED","14",86000,4
"311","202210","부산광역시","금정구","부곡4동","2641059100","WED","16",176000,5
"312","202210","부산광역시","금정구","서1동","2641051000","FRI","13",44000,3
"313","202210","부산광역시","금정구","서1동","2641051000","FRI","18",165000,6
"314","202210","부산광역시","금정구","서1동","2641051000","MON","11",127000,5
"315","202210","부산광역시","금정구","서1동","2641051000","MON","13",139000,6
"316","202210","부산광역시","금정구","서1동","2641051000","MON","15",83000,4
"317","202210","부산광역시","금정구","서1동","2641051000","MON","18",238000,9
"318","202210","부산광역시","금정구","서1동","2641051000","MON","20",81000,3
"319","202210","부산광역시","금정구","서1동","2641051000","SUN","19",123000,6
"320","202210","부산광역시","금정구","서1동","2641051000","SUN","23",93000,3
"321","202210","부산광역시","금정구","서1동","2641051000","THU","17",131000,7
"322","202210","부산광역시","금정구","서1동","2641051000","THU","18",1e+05,4
"323","202210","부산광역시","금정구","서1동","2641051000","THU","20",95000,4
"324","202210","부산광역시","금정구","서1동","2641051000","TUE","17",115000,4
"325","202210","부산광역시","금정구","서1동","2641051000","TUE","22",68000,3
"326","202210","부산광역시","금정구","서1동","2641051000","WED","19",90000,3
"327","202210","부산광역시","금정구","서2동","2641052000","FRI","16",68000,3
"328","202210","부산광역시","금정구","서2동","2641052000","FRI","19",112000,4
"329","202210","부산광역시","금정구","서2동","2641052000","MON","12",314000,11
"330","202210","부산광역시","금정구","서2동","2641052000","MON","18",663000,24
"331","202210","부산광역시","금정구","서2동","2641052000","SAT","14",68000,3
"332","202210","부산광역시","금정구","서2동","2641052000","SAT","17",165000,7
"333","202210","부산광역시","금정구","서2동","2641052000","SUN","20",220000,8
"334","202210","부산광역시","금정구","서2동","2641052000","SUN","21",176000,5
"335","202210","부산광역시","금정구","서2동","2641052000","SUN","22",150000,5
"336","202210","부산광역시","금정구","서2동","2641052000","THU","17",146000,5
"337","202210","부산광역시","금정구","서2동","2641052000","TUE","11",117000,6
"338","202210","부산광역시","금정구","서2동","2641052000","TUE","18",212000,8
"339","202210","부산광역시","금정구","서2동","2641052000","TUE","19",88000,3
"340","202210","부산광역시","금정구","서2동","2641052000","TUE","20",128000,6
"341","202210","부산광역시","금정구","서2동","2641052000","TUE","22",70000,3
"342","202210","부산광역시","금정구","서2동","2641052000","WED","19",115000,5
"343","202210","부산광역시","금정구","서3동","2641053000","FRI","09",63000,3
"344","202210","부산광역시","금정구","서3동","2641053000","FRI","18",359000,14
"345","202210","부산광역시","금정구","서3동","2641053000","FRI","20",214000,9
"346","202210","부산광역시","금정구","서3동","2641053000","FRI","21",98000,5
"347","202210","부산광역시","금정구","서3동","2641053000","MON","09",97000,5
"348","202210","부산광역시","금정구","서3동","2641053000","MON","11",165000,8
"349","202210","부산광역시","금정구","서3동","2641053000","MON","14",212000,10
"350","202210","부산광역시","금정구","서3동","2641053000","MON","15",94000,5
"351","202210","부산광역시","금정구","서3동","2641053000","MON","21",221000,8
"352","202210","부산광역시","금정구","서3동","2641053000","SAT","20",170000,8
"353","202210","부산광역시","금정구","서3동","2641053000","SAT","21",85000,5
"354","202210","부산광역시","금정구","서3동","2641053000","SAT","22",172000,7
"355","202210","부산광역시","금정구","서3동","2641053000","SUN","12",102000,5
"356","202210","부산광역시","금정구","서3동","2641053000","SUN","16",246000,10
"357","202210","부산광역시","금정구","서3동","2641053000","SUN","22",109000,4
"358","202210","부산광역시","금정구","서3동","2641053000","TUE","13",113000,7
"359","202210","부산광역시","금정구","서3동","2641053000","TUE","14",73000,3
"360","202210","부산광역시","금정구","서3동","2641053000","TUE","16",262000,9
"361","202210","부산광역시","금정구","서3동","2641053000","TUE","18",230000,9
"362","202210","부산광역시","금정구","서3동","2641053000","WED","16",113000,5
"363","202210","부산광역시","금정구","서3동","2641053000","WED","19",111000,6
"364","202210","부산광역시","금정구","서3동","2641053000","WED","22",105000,4
"365","202210","부산광역시","금정구","선두구동","2641063500","FRI","21",67000,3
"366","202210","부산광역시","금정구","장전1동","2641060000","FRI","00",64000,4
"367","202210","부산광역시","금정구","장전1동","2641060000","FRI","09",63000,5
"368","202210","부산광역시","금정구","장전1동","2641060000","FRI","10",58000,4
"369","202210","부산광역시","금정구","장전1동","2641060000","FRI","12",264000,17
"370","202210","부산광역시","금정구","장전1동","2641060000","FRI","13",103000,7
"371","202210","부산광역시","금정구","장전1동","2641060000","FRI","14",150000,8
"372","202210","부산광역시","금정구","장전1동","2641060000","FRI","15",119000,6
"373","202210","부산광역시","금정구","장전1동","2641060000","FRI","20",363000,19
"374","202210","부산광역시","금정구","장전1동","2641060000","MON","21",5e+05,21
"375","202210","부산광역시","금정구","장전1동","2641060000","SAT","12",331000,19
"376","202210","부산광역시","금정구","장전1동","2641060000","SAT","18",952000,37
